Année de notification;Intitulé exhaustif du marché;Nature du marché;Date de signature;Titulaire;Code postal;Montant minimum HT;Montant maximum HT ou Montant global et forfaitaire HT;Filename
2013;"Marché sur appel d’offres ouvert pour la fourniture de matériaux pour les travaux en régie dans les établissements du CASVP
Lot 1: Fourniture de matériaux de serrurerie, visserie et quincaillerie pour la réalisation de travaux dans les établissements du CASVP";Fournitures;2013-07-29;LEGALLAIS;14200;200000;Sans maximum;Open Data 2013
2013;Marché à bons de commande pour la réalisation de travaux d’électricité dans les établissements du CAS-VP Lot n°2;Travaux;2013-07-29;TBES;75018;800000;Sans maximum;Open Data 2013
2013;Marché à bons de commande pour la réalisation de travaux d’électricité dans les établissements du CAS-VP Lot n°3;Travaux;2013-07-29;STPEE;91140;800000;Sans maximum;Open Data 2013
2013;Prestation d'accompagnement au recrutement du personnel (Accord cadre RESAH) - Recrutement SOI;Services;2013-07-31;HAYS;75008;;33200;Open Data 2013
2013;Accompagnement professionnel personnalisé (coaching) des cadres du CASVP et appui aux services et établissements du CASVP dans leurs démarches d'accompagnement au changement;Services;2013-08-05;JB Consultant;31700;80000;400000;Open Data 2013
2013;Transport par voie aérienne, des personnels du CASVP et de leurs bagages en fret à destination des DOM dans le cadre des congés bonifiés Lot n°1;Services;2013-10-01;Air France;75985;668896.32;1722408.04;Open Data 2013
2013;Fourniture et pose de chauffe-eau électriques pour divers établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2013-10-07;ISERBA;69120;200000;720000;Open Data 2013
2013;Fourniture, installation et mise en service de fontaines et bonbonnes à eau pour divers établissements du CAS-VP;Fournitures;2013-10-21;Château d'eau;93120;200000;520000;Open Data 2013
2013;"Mission de maîtrise d'oeuvre relative à la rénovation des menuiseries extérieures de la Résidence Services ""Les Ternes"" sise: 28, rue Bayen 75017 Paris";Services;2013-10-30;ARTEFACK;92130;;25908.36;Open Data 2013
2013;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAd du CAS-VP Lot n°2;Services;2013-11-07;Selas EYLAU UNILAB;75116;Sans minimum;Sans maximum;Open Data 2013
2013;"Surveillance des établissements du CASVP 
Lot 4 : autres établissements (sections, PSA, CHU, CHRS…).";Services;2013-11-27;Agence de Prévention et de Sécuruté Privée;77400;Sans minimum;Sans maximum;Open Data 2013
2013;Fourniture d'articles textiles pour divers établissements du CAS-VP Lot n°1;Fournitures;2013-12-02;DLB;84100;Sans minimum;Sans maximum;Open Data 2013
2013;Fourniture d'articles textiles pour divers établissements du CAS-VP Lot n°2;Fournitures;2013-12-02;Granjard;42360;Sans minimum;Sans maximum;Open Data 2013
2013;Travaux de mise en conformité du Système de Sécurité Incendie de l’EHPAD « L’OASIS » sis 11-15, rue de Laghouat 75018 Paris;Travaux;2013-12-02;EISS;92220;;179700;Open Data 2013
2013;Conception, organisation et animation de formations relatives au droit du logement à destination des agents du Centre d'Action Sociale de la Ville de Paris;Services;2013-12-19;Maitre Neu-Janicki;75116;60000;320000;Open Data 2013
2013;Assurance responsabilité civile et risques annexes;Services;2013-12-26;Cabinet Roumy et Joyeux / MMA;35000;;591675;Open Data 2013
2013;Maintenance, dépannage et réparation des hottes de cuisine et des équipements associés dans les établissements du Centre d’Action Sociale de la Ville de Paris - Lot n°1;Services;2013-12-30;ISS Hygiène et Prévention;75017;220000;880000;Open Data 2013
2013;Maintenance et fourniture d’extincteurs mobiles et de petits équipements de sécurité incendie pour les établissements du CASVP secteur sud;Services;2013-12-30;DESAUTEL SAS;69003;Sans minimum;Sans maximum;Open Data 2013
2015;Prestation de pédicurie à domicile (lot 8);Services;2015-01-02;Brakha François;75020;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 15);Services;2015-01-02;Ingrid Marigoh;91300;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 11);Services;2015-01-03;Nathalie Andrieu;75013;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 16);Services;2015-01-03;Brakha François;75020;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 1);Services;2015-01-05;Matthieu Faudemer;94130;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 14);Services;2015-01-05;Pichot Aurélie;94000;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 3);Services;2015-01-08;Guillaume Laulanie;92120;sans;sans;Open Data 2015
2015;Prestation de pédicurie à domicile (lot 4);Services;2015-01-08;Guillaume Laulanie;92120;sans;sans;Open Data 2015
2015;Fourniture, installation et mise en service d'armoires froides frigorifiques positives et négatives pour certains établissements du CASVP;Fournitures;2015-03-06;FROID 77;77240;166664.0;sans;Open Data 2015
2015;Entretien, dépannage et réparation des installations de rafraîchissement dans les établissements du Centre d'Action Sociale de la Ville de Paris ( 1er, 2ème, 3ème, 4ème, 8ème, 9ème, 10ème, 11ème, 17ème, 18ème, 19ème et 20ème arrondissement de Paris) (Lot 1);Services;2015-03-26;LG FROID;78500;80000.0;sans;Open Data 2015
2015;Fourniture et livraison de repas à domicile lot 1;Fournitures;2015-04-29;Saveurs et Vie;94310;sans;4000000.0;Open Data 2015
2015;Réalisation de mission de contrôle technique et missions relatives à la sécurité et à la protection de la Santé des Travailleurs (SPS);Services;2015-05-13;BTP Consultants;93160;200000.0;sans;Open Data 2015
2015;Fourniture et livraison d'articles de vaisselle et d'ustensiles de cuisine aux établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2015-07-08;La Bovida;18570;140000.0;sans;Open Data 2015
2015;Maintenance préventive et curative, dépannage des installations de contrôle d’accès portes automatiques piétons, portes de garage, portails, fermetures métalliques mécanisées et bornes escamotables dans les établissements du CASVP (lot 3);Services;2015-07-08;RUANO;93330;80000.0;sans;Open Data 2015
2015;Prestation de fourniture et livraison de repas dans certains CHRS et CHU du Centre d'Action d'Action Sociale de la Ville de Paris;Services;2015-07-08;VOR;93380;200000.0;sans;Open Data 2015
2015;Réalisation d'actes de radiologie et d'échographie prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris EHPAD ANSELME PAYEN / EHPAD HUGUETTE VALESCCHI (lot 4);Services;2015-07-08;PARIS RADIOLOGIE;75015;sans;sans;Open Data 2015
2015;Conception, organisation et animation de formation de remise à niveau et de modules de perfectionnement pour les agents en reconversion professionnelle du Centre d'Action Sociale de la Ville de Paris;Services;2015-07-22;ESIC;92120;60000.0;560000.0;Open Data 2015
2015;Mission de géomètre expert-expert relative au site l'EHPAD LE CEDRE BLEU, sis 1 rue de Giraudon 95200 Sarcelles;Services;2015-08-11;GTA;75583;;56720.0;Open Data 2015
2015;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris - Lot 2: EHPAD Jardin des Plantes;Services;2015-08-12;Groupe LCD;75017;sans;sans;Open Data 2015
2015;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris lot 3: EHPAD Julie Siegfried / EHPAD Furtado Heine;Services;2015-08-12;BIO PARIS OUEST;92200;sans;sans;Open Data 2015
2015;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris lot 8: EHPAD Arthur Groussier;Services;2015-08-12;BIO PARIS OUEST;92200;sans;sans;Open Data 2015
2015;Marché d'assurance relatif aux travaux de restructuration du Foyer Logements Faubourg du Temple à Paris 10ème (Lot 2);Services;2015-10-02;Assurances Pilliot;62120;;39597.89;Open Data 2015
2015;"Entretien, remise en état et mise en valeur des espaces verts des établissements relevant du Centre d'Action Sociale de la Ville de Paris
Lot n°3: établissements situés dans le 11ème arrondissement de Paris";Services;2015-10-09;ESAT La Gabrielle;77410;40000.0;sans;Open Data 2015
2015;Intervention d'un ergothérapeute libéral dans l'EHPAD du CASVP Hérold à Paris 19ème;Services;2015-11-02;Indep'Ergo;92150;;44352.0;Open Data 2015
2015;Infogérance et hébergement du système d'information de gestion budgétaire et comptable du Centre d'Action Sociale de la Ville de Paris;Services;2015-11-09;SUNGARD AVAILABILITY SERVICES;92542;120000.0;250000.0;Open Data 2015
2015;Fourniture et livraison d'articles de restauration à usage unique pour les établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2015-11-16;COLDIS;84320;200000.0;880000.0;Open Data 2015
2015;Transport de repas entre Etablissements d'Hébergement pour Personnes Agées Dépendantes du CASVP;Services;2015-11-24;TOUTADOM;93806;;68987.29;Open Data 2015
2015;"Assurance ""Dommages aux biens et risques annexes"" Contrat 2ème ligne";Services;2015-11-30;SMACL ASSURANCES;79031;;241035.08;Open Data 2015
2015;Mise en place de dispositifs prévisionnels de secours à personnes à l'occasion de différentes manifestations organisées par le Centre d'Action Sociale de la Ville de Paris (lot 3);Services;2015-12-24;PROTECTION CIVILE DE PARIS;75015;13650.0;45500.0;Open Data 2015
2015;Marché à bons de commande pour les travaux d'entretien et de réparation des stores et volets dans les établissements du CASVP;Travaux;2015-12-29;Fermetures Moratin;93320;200000.0;4000000.0;Open Data 2015
2014;Fourniture de matériaux de maconnerie, cloisonnement et céramique pour la réalisation de travaux dans les établissements du CASVP (lot 3);Fournitures;2014-01-30;Point P;95100;200000;sans maximum;Open Data 2014
2014;Fourniture de produits d'entretien pour la grande cuisine à divers établissements du CASVP;Fournitures;2014-02-07;ECOLAB;94112;317725.76;380000;Open Data 2014
2014;Fourniture et mise en œuvre d'équipements de réseaux de télécommunications, installation et montage de matériel de téléphonie et prestations associées;Fournitures;2014-02-07;SUNCOM;91160;400000;sans maximum;Open Data 2014
2014;Fourniture de meubles d'office pour les EHPAD (lot 2);Fournitures;2014-02-12;DUNE;78630;117505.84;117505.84;Open Data 2014
2014;Modernisation d’ascenseurs, monte-charges et plate formes élévatrices pour personnes à mobilité réduite dans les établissements du CASVP (lot 2);Travaux;2014-03-10;THYSSENKRUPP;49000;;128832;Open Data 2014
2014;Fourniture de bonbons chocolats et confiseries à divers établissements du CASVP;Fournitures;2014-03-13;De Marlieu;38490;sans minimum;sans minimum;Open Data 2014
2014;Fourniture, installation et mise en service d'un ensemble de meubles et d'appareils ménagers pour  un établissement du CASVP;Fournitures;2014-03-14;DUNE;78630;124564.96;124564.96;Open Data 2014
2014;"Assistance à maîtrise d'ouvrage
en matière d’expertise technico-financière de projets et d’opérations de travaux dans les établissements du CASVP";Services;2014-03-14;GLI;75579;80000;sans maximum;Open Data 2014
2014;Prestations de nettoyage de l’EHPAD Villers Cotterêts, de l’EHPAD Anselme Payen et de l’EHPAD Galignani PARIS (lot 2: EHPAD Anselme Payen);Services;2014-03-14;EFFI SERVICE;95815;sans minimum;sans maximum;Open Data 2014
2014;Prestations de nettoyage de l’EHPAD Villers Cotterêts, de l’EHPAD Anselme Payen et de l’EHPAD Galignani PARIS (lot 3 : EHPAD Galignani);Services;2014-03-14;SEQUOIA PROPRETE ET MULTISERVICES;94440;sans minimum;sans maximum;Open Data 2014
2014;"Exploitation des services de restauration d’un Etablissement  d’Hébergement pour Personnes Agées Dépendantes 
(EHPAD) Belleville 180 rue de Pelleport 75020 PARIS";Services;2014-03-14;DUPONT Restauration;62820;sans minimum;sans;Open Data 2014
2014;Travaux de démolition partielle et de reconstruction du mur de clôture de la 20ème section du Centre d’Action Sociale de la Ville de Paris, sise au 62-66 rue du Surmelin, 75020 Paris;Travaux;2014-03-17;JS BATIMENT;93260;;20454;Open Data 2014
2014;Fourniture et installation de mobilier de bureau pour les établissements du CASVP (lot 1);Fournitures;2014-03-20;MAJENCIA;92210;234113.72;936454.84;Open Data 2014
2014;Fourniture de vêtements professionnels à destination des personnels de restauration des établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2014-05-06;Henri Bricout;75003;15000;89000;Open Data 2014
2014;Réalisation de curage hydrodynamique 24 heures/24 et 7 jours/7 dans les établissements du CASVP;Services;2014-07-02;SANITRA;92752;200000;sans maximum;Open Data 2014
2014;Marché à bons de commande d'acquisition sur catalogue et de livraison de fournitures de bureau- Ville et département de Paris, EP Musées et CASVP;Fournitures;2014-07-07;Office Depot;60451;350000;1200000;Open Data 2014
2014;Maîtrise d'œuvre pour la rénovation de 4 chaufferies sur 4 établissements du CASVP;Services;2014-07-10;AGATHE B.E.T.;59760;;89820;Open Data 2014
2014;"Fourniture de matériaux pour les travaux en régie  dans les établissements du CASVP
(lot 4 : faux plafonds)";Fournitures;2014-07-29;NORPANO;92230;20000;320000;Open Data 2014
2014;Entretien des ascenseurs, monte-charges, monte-dossiers et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP (lot 1);Services;2014-09-30;THYSSENKRUPP;92816;360000;sans maximum;Open Data 2014
2014;Prestation de nettoyage de l'EHPAD Harmonie;Services;2014-10-01;EFFI SERVICE;95815;sans minimum;sans maximum;Open Data 2014
2014;Remplacement des canalisations défectueuses du Centre d'Hébergement et de Réinsertion Sociale Pauline Roland;Travaux;2014-10-31;THOISON;94240;;279444.83;Open Data 2014
2014;Approvisionnement en livraison unique, en denrées alimentaires brutes nécessaires à la confection des repas (lot 2);Fournitures;2014-11-10;NORMAPRO;94320;sans minimum;sans minimum;Open Data 2014
2014;Conception, organisation et animation de formations relatives à l’hygiène et à la sécurité pour les agents du Centre d’Action Sociale de la Ville de Paris (lot 1);Services;2014-12-09;SOFIS;56410;200000;600000;Open Data 2014
2014;Conseption, organisation et animation de formations relatives à la bureautique et à l'informatique pour les agents du CASVP;Services;2014-12-16;ABC formation;75009;200000;1200000;Open Data 2014
2014;Organisation de prestations de séjours de vacances et d'excursions en France Métropolitaine et en Europe destinées aux personnes retraitées pour les années 2015, 2016 et 2017 (lot 15);Services;2014-12-18;Sea Voyages;92200;365355;1461420;Open Data 2014
